label,Logish,Mish,TanhLU,ReLU,Swish,Tanh,PReLU,Softplus,Cosine,Sinusoid,HardShrink,Pstanh
1,0.221559554,0.117645159,0.824775219,0.354765147,0.527959108,0.719180524,0.405016392,0.717268467,0.673463583,0.166894436,0.499506593,0.648297608
0,0.926505566,0.691058815,0.908956647,0.799792886,0.158133641,0.172199905,0.310687423,0.815130472,0.71583569,0.738342464,0.499506593,0.101837844
0,0.921030521,0.867519915,0.702569127,0.227501571,0.066089056,0.988718629,0.270332485,0.363470554,0.187084317,0.941670716,0.499506593,0.534983575
1,0.957727551,0.995096743,0.980261922,0.882987916,0.973994553,0.996236742,0.982097685,0.953027189,0.722956359,0.99055934,0.499506593,0.989640117
0,0.347192764,0.01972742,0.544262111,0.156600669,0.102483004,0.87430346,0.492352366,0.423359185,0.675365746,0.45076108,0.499506593,0.012701402
0,0.956173539,0.171400666,0.933745384,0.997275293,0.805159271,0.95664376,0.949551463,0.898386359,0.59808898,0.995145142,0.499506593,0.9929986
0,0.20668906,0.13572073,0.072209515,0.122965254,0.009210323,0.004372868,0.006358046,0.109421119,0.378085136,0.020730138,0.499506593,0.002058101
1,0.978332818,0.950830281,0.967161,0.912119627,0.890738368,0.996044159,0.998004138,0.91731751,0.712459981,0.995601296,0.499506593,0.996359646
0,0.533928394,0.95913291,0.977585554,0.993357956,0.502549589,0.986059904,0.996912479,0.95649451,0.31459257,0.977322042,0.499506593,0.995963037
1,0.940792263,0.561542571,0.9656533,0.935625613,0.913619161,0.967369914,0.998727739,0.932923794,0.521925986,0.983986497,0.499506593,0.995968938
1,0.658970892,0.110417113,0.535578251,0.213462204,0.619805276,0.871638238,0.008267523,0.148980409,0.638844311,0.923854887,0.499506593,0.007950143
0,0.003492879,0.00253955,0.097205907,0.135520086,0.008133955,0.007114767,0.063899219,0.04628041,0.492554903,0.2337946,0.499506593,0.006092365
1,0.143297896,2.03E-05,0.153172031,0.150564045,0.50376749,0.016686872,0.001596023,0.405617893,0.692854106,0.902499855,0.499506593,0.544054508
0,0.159328029,0.016627761,0.252492666,0.063300386,0.100031711,0.009765677,0.017445711,0.087773621,0.710231423,0.44558093,0.499506593,0.020605057
0,0.010467228,0.004576227,0.343984365,0.196661025,0.112601668,0.032506414,0.672113717,0.1752325,0.712676346,0.046968192,0.499506593,0.01689389
0,0.002993516,0.000810341,0.190462887,0.031089423,0.047365144,0.003045167,2.57E-05,0.010324804,0.168290913,0.005078249,0.499506593,0.002544461
1,0.776033163,0.273904979,0.214506894,0.104524292,0.171252266,0.01444344,0.07762716,0.401381016,0.176266089,0.286709785,0.499506593,0.01382169
0,0.119995154,0.027823331,0.092739522,0.007385235,0.008623742,0.003214409,0.22144711,0.004176531,0.187831834,0.22672227,0.499506593,0.005714539
0,0.90486747,0.006284126,0.421584368,0.106342614,0.425772786,0.23428233,0.472631991,0.833696306,0.521951497,0.579288244,0.499506593,0.23076269
0,0.390673727,0.648414075,0.554141998,0.063861534,0.064157158,0.023965079,0.235458642,0.668548048,0.176295623,0.562140107,0.499506593,0.007201636
0,0.000171873,0.050961118,0.194195628,0.062835947,0.058610097,0.01298944,0.046475194,0.029122991,0.709233165,0.03754333,0.499506593,0.01055043
0,0.228372425,0.000623146,0.045849968,0.002443355,0.010559184,0.002254656,0.002864534,0.072710469,0.593198776,0.026524976,0.499506593,0.040012497
0,0.1125677,1.98E-05,0.06589222,0.005647323,0.009621049,0.002703991,0.008154687,0.247326776,0.693615377,0.080387637,0.499506593,0.025178405
0,0.681399822,0.288368613,0.755118847,0.245737463,0.834337354,0.016006662,0.37463358,0.542855203,0.192016467,0.491724074,0.499506593,0.189782068
1,0.473791957,0.945703983,0.601928711,0.125375271,0.430458307,0.847197652,0.793699145,0.274295002,0.715465248,0.824622214,0.499506593,0.991707385
1,0.977581561,0.825619757,0.977986038,0.965244651,0.969542503,0.994732618,0.992148638,0.819516659,0.720450699,0.993339956,0.499506593,0.996260166
1,0.908598959,0.999815285,0.979605973,0.993610442,0.918864369,0.971238673,0.910032451,0.996411145,0.450126708,0.995788515,0.499506593,0.884802699
1,0.061443616,0.598755538,0.761824608,0.484461278,0.363942653,0.01032765,0.028286407,0.051285498,0.233661637,0.618218243,0.499506593,0.01455157
1,0.993184984,0.957325399,0.971170187,0.923372567,0.567528069,0.99270016,0.998364389,0.771849513,0.708807766,0.994487226,0.499506593,0.99751842
1,0.652382612,0.491947025,0.500046372,0.325299591,0.29883036,0.980885029,0.987793505,0.20588696,0.699459136,0.993450522,0.499506593,0.993504226
1,0.655692875,0.605828583,0.345327169,0.193045557,0.351104856,0.876226723,0.531954408,0.896859527,0.527365148,0.920309246,0.499506593,0.991749942
0,0.057893384,0.010902873,0.122856364,0.141267598,0.197883174,0.02267071,0.016169135,0.008438067,0.191461071,0.110795565,0.499506593,0.004099624
1,0.008955945,0.455767661,0.250473529,0.196824729,0.469022274,0.206858531,0.534002185,0.374047518,0.637233436,0.802242815,0.499506593,0.032823354
1,0.505867302,0.003053176,0.045704097,0.034363862,0.007002751,0.019612009,0.078352004,0.174637973,0.704745591,0.32013613,0.499506593,0.028730905
1,0.935947657,0.994047761,0.788980663,0.507274389,0.465713114,0.990190864,0.872955918,0.51518631,0.718250692,0.990087807,0.499506593,0.992416143
1,0.887553692,0.998483598,0.775431991,0.929078281,0.621777534,0.995208442,0.861564934,0.544145405,0.714577258,0.986692965,0.499506593,0.97601378
0,0.001809726,0.000171232,0.020056212,0.004078847,0.008039338,0.004859351,0.001769934,0.006630307,0.610965729,0.008201288,0.499506593,0.001863036
1,0.213022843,0.066630974,0.487386554,0.814962089,0.535000682,0.536962926,0.549899995,0.276322126,0.165016159,0.635857046,0.499506593,0.92427367
0,0.004997346,0.021606348,0.335897088,0.082092308,0.053592157,0.012008493,0.229860917,0.159879565,0.607565999,0.12166322,0.499506593,0.016420128
0,0.258407444,0.174512565,0.473256081,0.083067045,0.06482958,0.12798734,0.219069719,0.756113827,0.306418985,0.067340851,0.499506593,0.005495951
1,0.552850008,0.903068542,0.969525278,0.440095603,0.53914237,0.993774891,0.94067198,0.926525772,0.720716655,0.990733266,0.499506593,0.99394232
0,0.055465352,0.058078375,0.30325985,0.10228052,0.337383747,0.019017663,0.017071471,0.01509573,0.2257137,0.596492589,0.499506593,0.003669037
0,0.003816549,0.000136178,0.101726137,0.023525992,0.207509205,0.015612861,0.001509973,0.050544515,0.720013201,0.017278811,0.499506593,0.006496128
0,0.527377248,0.217436314,0.861350834,0.340195417,0.449185669,0.004282596,0.249104559,0.363706291,0.163478807,0.581478059,0.499506593,0.026848977
1,0.64772892,0.341546804,0.940135479,0.605670869,0.534084022,0.971573591,0.742435217,0.742422104,0.716764033,0.977275193,0.499506593,0.045862548
0,0.680417597,0.455780923,0.426266968,0.015014549,0.019702658,0.005276724,0.094340585,0.097877927,0.714058995,0.131473258,0.499506593,0.943705738
0,0.012240577,0.101943813,0.242050365,0.08214882,0.062853709,0.008745053,0.003456262,0.016201138,0.196043476,0.006996428,0.499506593,0.002247062
1,0.965106606,0.99283123,0.972526848,0.856416106,0.54202491,0.985017598,0.991735399,0.822097242,0.705039263,0.979314387,0.499506593,0.976632476
1,0.833271742,0.895536423,0.767183483,0.860583305,0.687569559,0.986824334,0.852892756,0.810606539,0.711593151,0.947118521,0.499506593,0.99365437
1,0.856570899,0.896890223,0.265894353,0.691598237,0.509222269,0.99340409,0.973920465,0.987614393,0.711810946,0.934120357,0.499506593,0.977825105
1,0.987194359,0.985524595,0.977712154,0.989023089,0.956144571,0.990776598,0.999700546,0.994679213,0.708332181,0.994623303,0.499506593,0.99330914
1,0.79898721,0.983942628,0.925995111,0.227751523,0.282371819,0.971373975,0.858952761,0.941615224,0.718968749,0.987408996,0.499506593,0.995378256
0,0.054771513,0.013205897,0.022770273,0.035979457,0.588571429,0.002513359,0.000521127,0.080922946,0.169951737,0.052403312,0.499506593,0.002185963
1,0.674860001,0.97866106,0.719445646,0.399628818,0.49292618,0.943663418,0.981881917,0.438213646,0.172756061,0.193489805,0.499506593,0.990622342
0,0.061552912,0.000185085,0.026109446,0.028621756,0.022333745,0.00903139,0.013032126,0.13732782,0.722532034,0.027714407,0.499506593,0.006154675
1,0.950160921,0.18006143,0.815373063,0.940343916,0.759281993,0.944877267,0.979338586,0.962202013,0.177727282,0.988279223,0.499506593,0.979311645
1,0.93535459,0.990512431,0.847175241,0.981449306,0.882062197,0.997109234,0.945701182,0.734147549,0.713761926,0.974322617,0.499506593,0.990025282
0,1.11E-05,0.000326934,0.046852496,0.062688127,0.382887602,0.124451816,0.005729665,0.011905151,0.248192251,0.019563613,0.499506593,0.028718561
0,0.09198498,0.046656296,0.188839823,0.036151871,0.149506271,0.046297636,0.10130997,0.02593611,0.219679952,0.138303086,0.499506593,0.027451824
1,0.873442292,0.996836424,0.948994875,0.970715046,0.978598595,0.992131054,0.966690004,0.923844099,0.447458535,0.994895399,0.499506593,0.973537803
1,0.555585325,0.997505844,0.446498811,0.662551165,0.557386577,0.996654391,0.905824602,0.548714519,0.703822672,0.36311838,0.499506593,0.612762213
0,0.005419045,0.020883061,0.108149372,0.009311684,0.026095049,0.00354217,0.002535345,0.016651995,0.205775037,0.072048597,0.499506593,0.004503924
0,0.846315205,3.60E-05,0.066210225,0.034335986,0.059104513,0.005432046,0.038555752,0.045973759,0.167998731,0.080499783,0.499506593,0.016063252
1,0.924583375,0.995362341,0.9440732,0.918698728,0.639619052,0.996199906,0.998176932,0.902677655,0.282660037,0.961449802,0.499506593,0.931689918
1,0.875492454,0.975612402,0.581312478,0.132878885,0.356276602,0.986813903,0.904348671,0.944976687,0.446392894,0.969198287,0.499506593,0.994716704
1,0.914123535,0.836807609,0.958008647,0.917695045,0.939883947,0.965219498,0.988485575,0.952539563,0.714603543,0.976173937,0.499506593,0.982849538
0,0.324857503,0.164978981,0.09418802,0.121958062,0.193583071,0.042255558,0.051330563,0.036520317,0.724042773,0.127092198,0.499506593,0.020380383
1,0.967367351,0.986347675,0.980665624,0.985803008,0.978784978,0.997199416,0.999438226,0.969954431,0.721786141,0.993751585,0.499506593,0.996744752
0,0.948446512,0.961829662,0.946092308,0.626457214,0.616724908,0.996972084,0.997180104,0.534288406,0.641883433,0.977506042,0.499506593,0.98444128
0,0.000122765,0.000181743,0.171434894,0.002691896,0.046840589,0.002565926,1.75E-05,0.003037788,0.194282755,0.006755316,0.499506593,0.002633493
1,0.990165174,0.997361243,0.957339168,0.979071677,0.790292442,0.99535805,0.997823,0.999034405,0.716212869,0.99544096,0.499506593,0.993536294
0,0.002614289,0.00306991,0.038053717,0.001250983,0.052515503,0.003364925,0.002706618,0.066147856,0.161905959,0.006850445,0.499506593,0.010282831
0,0.32321015,0.028809253,0.279073417,0.100447588,0.076551341,0.077441923,0.367520273,0.020499384,0.689899921,0.59408617,0.499506593,0.002733112
0,0.013307017,0.055605605,0.377081037,0.459140241,0.207543835,0.011617237,0.088413611,0.215875551,0.168187276,0.060651485,0.499506593,0.006339405
1,0.547979355,0.400390238,0.130846709,0.218920633,0.548534036,0.215704009,0.014713661,0.574258804,0.716126561,0.862767756,0.499506593,0.006447165
1,0.968119264,0.964002728,0.46538958,0.596259415,0.382447094,0.943150938,0.908772886,0.988763928,0.166517958,0.991440415,0.499506593,0.096141167
1,0.91514957,0.892092764,0.569179058,0.088397317,0.295821935,0.852927268,0.299836397,0.288862169,0.709842741,0.964730561,0.499506593,0.995652258
0,0.180803016,0.373756617,0.848635018,0.251940161,0.38269937,0.012126697,0.033034116,0.009667819,0.314819992,0.041666303,0.499506593,0.002559025
0,0.886303365,0.372097701,0.808250129,0.229453549,0.64930743,0.829349637,0.324376136,0.788658261,0.163005933,0.933991969,0.499506593,0.943744183
1,0.880123734,0.978148997,0.531162322,0.2965388,0.815022826,0.990349174,0.911401153,0.81948024,0.721919537,0.982900918,0.499506593,0.996653616
0,0.123999707,0.009948679,0.092653014,0.04006559,0.003901875,0.022224322,0.081988648,0.01218889,0.456138223,0.053499699,0.499506593,0.00889465
1,0.958418071,0.999852061,0.979653478,0.943973601,0.832510054,0.965886593,0.97777003,0.979116142,0.723749578,0.88822335,0.499506593,0.987484515
1,0.440781027,0.723784864,0.580683947,0.130905434,0.921233773,0.792261541,0.651024282,0.917821467,0.698755324,0.922134817,0.499506593,0.987874329
1,0.987607777,0.971677005,0.980833828,0.992012322,0.84606564,0.993637085,0.985178173,0.987993956,0.72208029,0.988969922,0.499506593,0.994626462
1,0.974603117,0.998408616,0.974170685,0.996941864,0.982981503,0.996565282,0.982584536,0.998817742,0.409860849,0.993599057,0.499506593,0.966765404
1,0.901500463,0.962507606,0.661481559,0.566907227,0.306053638,0.976339102,0.930602908,0.8799932,0.723709762,0.994352937,0.499506593,0.995156705
0,0.032916248,0.414234161,0.647855937,0.142993808,0.162796125,0.023005875,0.001173057,0.420135647,0.459369242,0.812189341,0.499506593,0.017234763
0,0.01583245,0.000590324,0.071672805,0.002169011,0.003586561,0.01544743,0.013830148,0.039049715,0.186111018,0.021508383,0.499506593,0.002662165
1,0.970856369,0.194432154,0.84551698,0.859443963,0.888404369,0.813974917,0.630034029,0.925435066,0.705408275,0.993193984,0.499506593,0.575343847
1,0.962546289,0.954801261,0.973168552,0.988013268,0.90677011,0.978606701,0.988711476,0.803227365,0.65295577,0.993397117,0.499506593,0.996059179
1,0.926038206,0.987168789,0.899477601,0.957874835,0.781924486,0.994976521,0.989524961,0.905465484,0.675862253,0.98920536,0.499506593,0.99644345
0,0.000615553,0.00030761,0.496138245,0.025943382,0.202209786,0.004722368,0.068500884,0.0805135,0.716635525,0.038398255,0.499506593,0.002158427
0,0.95809561,0.407420218,0.958739817,0.938936174,0.888993561,0.996566534,0.971698582,0.611527264,0.718285859,0.991124451,0.499506593,0.8830266
1,0.454630435,0.745282769,0.758718669,0.017728426,0.810136497,0.233699128,0.415184379,0.681198001,0.195428953,0.99295491,0.499506593,0.159803271
0,0.092781812,0.704659641,0.819618106,0.170426339,0.160771489,0.529405653,0.769246042,0.996186912,0.710846066,0.905529678,0.499506593,0.646687627
0,0.65141803,0.85349828,0.529357314,0.783840835,0.747145891,0.994425774,0.993496776,0.428849488,0.580022037,0.99392432,0.499506593,0.982611537
1,0.904792488,0.200150698,0.695980608,0.45410043,0.181118414,0.014462552,0.983446658,0.119362034,0.389862448,0.150030002,0.499506593,0.031329684
1,0.967938364,0.951488078,0.965460896,0.996756613,0.985629737,0.975409329,0.999966979,0.998076677,0.62316823,0.99344629,0.499506593,0.993677676
1,0.943244398,0.94903332,0.66944021,0.329333991,0.049965397,0.976387084,0.970093131,0.825223088,0.714644432,0.901402652,0.499506593,0.996080697
0,0.807566941,0.851990998,0.68195802,0.154550746,0.072484799,0.855331898,0.068896472,0.167979196,0.317594886,0.060483091,0.499506593,0.02130085
1,0.756012857,0.882975519,0.729107141,0.768297613,0.747956693,0.993517041,0.380344927,0.898269475,0.714393556,0.972682238,0.499506593,0.95793128
1,0.989826083,0.968103468,0.973977029,0.921369016,0.931502938,0.997048318,0.169988617,0.906816423,0.711425781,0.973458588,0.499506593,0.994675756
1,0.858631372,0.992718697,0.866849124,0.981483161,0.77394408,0.993281603,0.806809545,0.971192122,0.726022601,0.992016435,0.499506593,0.99638617
1,0.730087996,0.668487191,0.863462389,0.832339346,0.907582581,0.977236152,0.461492091,0.808103442,0.11091017,0.791200161,0.853853762,0.936261058
0,0.77677834,0.008368843,0.566260636,0.009862909,0.705524683,0.014615367,0.986387849,0.118448421,0.35298121,0.009693176,0.45442155,0.317647994
0,0.023983233,0.180401072,0.156403288,0.256580621,0.016163379,0.04006245,0.045075562,0.039967284,0.462495178,0.062090013,0.14049454,0.084408328
0,0.043429311,0.779432774,0.465223193,0.049749278,0.206074163,0.065334521,0.912322342,0.838683903,0.736100495,0.987060428,0.800804555,0.98144114
0,0.032862429,0.014898243,0.0545577,0.001554418,0.004456344,0.006488651,0.001514152,0.516855419,0.381703526,0.007893587,0.063908562,0.003082937
0,0.981945038,0.838615239,0.971015751,0.499449849,0.916292369,0.951646626,0.349927217,0.943486571,0.168858916,0.051690921,0.523804963,0.2375817
1,0.023906132,0.024426034,0.097410746,0.004759928,0.016153214,0.172225922,0.000307163,0.483997494,0.461124957,0.012869423,0.00872844,0.015109291
1,0.959537745,0.999997973,0.95981288,0.999704897,0.990866363,0.957494438,0.999860644,0.947420955,0.828362525,0.931669116,0.999969244,0.996197343
0,0.023580616,0.166066781,0.044347934,0.005515642,0.009070552,0.00724272,0.000163837,0.049317725,0.265357703,0.016094945,0.004283237,0.020395888
1,0.875726163,0.992221057,0.952994704,0.999906898,0.952593863,0.989322364,0.99856323,0.927406728,0.550512969,0.966119945,0.998084545,0.990050316
1,0.024533669,0.037773103,0.035870593,0.011966081,0.048221428,0.003887476,0.001507469,0.043449488,0.77998513,0.006248633,0.000791058,0.005747115
0,0.002763001,0.000585235,0.032245979,0.087555327,0.157014877,0.010289088,0.000129792,0.06606853,0.363431662,0.041648835,0.002243,0.004672402
0,0.042110141,0.004945045,0.078363389,0.000868937,0.103602536,0.014714207,4.01E-05,0.320236266,0.102921098,0.012059561,0.185545176,0.006972519
1,0.979942322,0.999812782,0.957701743,0.599425256,0.978540421,0.988147318,0.999982238,0.958114564,0.116676264,0.993514657,0.998624325,0.996062696
0,0.503216863,0.976422668,0.11333102,0.14329876,0.693635106,0.845558405,0.986762822,0.745024264,0.783315003,0.917079449,0.529993594,0.013523608
1,0.929955423,0.998015642,0.961910069,0.980240703,0.91865629,0.990124047,0.966104805,0.967771232,0.813658834,0.967212379,0.993163645,0.886975288
1,0.97905457,0.991504014,0.967290699,0.999612153,0.995745718,0.99470526,0.999915957,0.996790946,0.401051849,0.984799266,0.999934435,0.990801394
0,0.024127953,0.02424142,0.305740803,0.000786246,0.231799588,0.026145963,0.022961821,0.010409144,0.419920266,0.055685323,0.106063768,0.031989526
0,0.111072615,0.004241444,0.050385159,0.004860941,0.043953683,0.007682313,0.002766552,0.043732539,0.486565948,0.003625812,0.067784064,0.019438677
1,0.97973597,0.999224544,0.849054813,0.998961091,0.925493479,0.994706929,0.999872088,0.912780106,0.856419027,0.993213415,0.971044302,0.993856251
0,0.236661419,0.001103728,0.148484424,0.000153585,0.013386291,0.023085386,2.49E-05,0.213457108,0.221020713,0.008396295,0.099096954,0.543688536
0,0.022549272,0.344985604,0.031735905,0.008146857,0.06024567,0.028193897,0.003296622,0.011228799,0.812124431,0.003004154,0.002319105,0.012689915
0,0.065136701,0.10346967,0.075379394,0.009336036,0.06288562,0.063436083,0.000438432,0.526001513,0.112252444,0.04044329,0.055927407,0.012179782
0,0.135971233,0.010837375,0.198923215,0.047483835,0.011170007,0.030186538,0.02826624,0.021778397,0.49840495,0.00436434,0.001929411,0.005589567
0,0.069426499,0.068993382,0.1068248,0.017417178,0.015706273,0.204502717,0.002115723,0.250099987,0.140238672,0.014215829,0.095818549,0.003916261
0,0.02338599,0.020845274,0.045123242,0.008137145,0.008628778,0.009807103,0.027743241,0.047085587,0.201629177,0.006773029,0.096555777,0.009287863
1,0.947242796,0.774142504,0.447973132,0.575251579,0.326625198,0.103071503,0.003202812,0.348473072,0.79717952,0.010531899,0.529993594,0.007675017
0,0.013293951,0.00953505,0.120814711,0.027845589,0.0085292,0.010721305,0.000146046,0.007107481,0.169161439,0.006011042,0.00657541,0.009430679
0,0.866705418,0.288039893,0.279715449,0.315608084,0.630909979,0.075704843,0.858171463,0.178085834,0.542517304,0.112876698,0.529993594,0.400230318
0,0.593352556,0.977832973,0.599384665,0.847085416,0.609703481,0.970310867,0.995160401,0.174823537,0.867015839,0.991753459,0.867013037,0.625351608
0,0.017890491,8.02E-05,0.038326208,0.01696191,0.050283317,0.004565457,5.48E-05,0.016497906,0.108537026,0.028140021,0.010357746,0.014902239
0,0.003488697,0.011656553,0.049833369,0.516296387,0.068438061,0.012631174,0.002923809,0.127006218,0.541233301,0.002683793,0.000246858,0.002838617
0,0.945611656,0.995815337,0.657497525,0.278547227,0.888851941,0.776285291,0.032072827,0.65687114,0.867425263,0.699270785,0.316439301,0.980188608
0,0.055202011,0.004102093,0.172619835,9.31E-05,0.41483438,0.0080583,1.43E-05,0.045515168,0.288524628,0.016980827,0.008321962,0.015620426
0,0.871465802,0.99985683,0.41742155,0.010731309,0.080962926,0.619011879,0.967484355,0.644063473,0.158068657,0.305149019,0.514842093,0.025750179
1,0.790183425,0.99932754,0.945291042,0.995129347,0.857685447,0.963244557,0.997103512,0.943932056,0.806632817,0.982740939,0.993580937,0.992909312
1,0.246064663,0.847468257,0.690779269,0.743165195,0.825073481,0.961332738,0.980375767,0.344958514,0.497314185,0.917750418,0.97412461,0.950960696
0,0.070096985,0.088777401,0.054894995,0.016901234,0.030516181,0.007023498,0.00191784,0.041753381,0.127794817,0.009641695,0.003127478,0.002844477
0,0.069426499,0.068993382,0.1068248,0.017417178,0.015706273,0.204502717,0.002115723,0.250099987,0.140238672,0.014215829,0.095818549,0.003916261
0,0.090697095,0.024098217,0.03576595,0.086965166,0.003672668,0.08753068,0.018036077,0.589147508,0.838205099,0.00350613,0.215869114,0.003696523
1,0.18387942,0.999759018,0.943701744,0.979783416,0.887042463,0.97635752,0.954226732,0.536572278,0.118965209,0.848580897,0.622713566,0.974891067
1,0.929917395,0.937697053,0.959463239,0.961737454,0.970254481,0.973250091,0.997163117,0.800899923,0.837895989,0.941900074,0.912550807,0.913947523
0,0.01136729,0.001891749,0.104088552,0.052216358,0.060978279,0.008247385,9.50E-07,0.047374878,0.175602898,0.03483336,0.018043891,0.005324469
1,0.644211233,0.950941205,0.037199285,0.017269002,0.355712235,0.263709128,0.434810698,0.605132043,0.868591666,0.357280701,0.046693843,0.03983333
1,0.883151829,0.999964476,0.967341006,0.901363611,0.968414426,0.994138598,0.999005616,0.886256754,0.63077563,0.957752228,0.986647904,0.961369872
0,0.024671847,0.027748797,0.086339116,0.081676759,0.031525444,0.006211048,0.001581653,0.146341875,0.111417972,0.010376419,0.009846802,0.003820789
0,0.001564804,0.00012365,0.039600622,1.16E-05,0.001240824,0.008313596,2.72E-06,0.000647304,0.100521147,0.007235325,3.04E-05,0.003682044
1,0.823988318,0.994409263,0.908345878,0.980857491,0.661369383,0.980785012,0.012911348,0.904273093,0.827645838,0.670309186,0.483608305,0.677467465
1,0.911376655,0.999396801,0.768738806,0.916864038,0.787816226,0.98792392,0.999675512,0.493010551,0.772943795,0.97048831,0.616148114,0.992127419
0,0.543693185,0.973896623,0.875815392,0.065356888,0.819205523,0.018567985,0.168503881,0.855801105,0.470943213,0.33691147,0.517213583,0.694368899
0,0.381261557,0.437835872,0.941820741,0.262571782,0.679029346,0.513528109,0.984543383,0.394279331,0.867031872,0.882037044,0.034280386,0.915206015
0,0.052417394,0.000929323,0.176233843,0.006021084,0.15719603,0.032330889,0.003118709,0.075904019,0.388569117,0.067215711,0.067119405,0.017779266
1,0.86230433,0.982543766,0.918540001,0.760379195,0.98892051,0.98393333,0.992824912,0.872886419,0.821301997,0.982432187,0.977477133,0.975025535
0,0.232257202,0.200784773,0.151881933,0.02543946,0.790715337,0.574072957,0.001419113,0.53366673,0.315410674,0.956257463,0.356794596,0.007983828
1,0.838009655,0.970585227,0.96374464,0.976252079,0.958200991,0.978214025,0.994667172,0.930047154,0.798788846,0.979997635,0.965793729,0.987087846
0,0.188835815,0.995116115,0.29684785,0.011948993,0.029523766,0.003990972,0.008218733,0.166067213,0.780978739,0.028639421,0.511171281,0.458017409
1,0.414739937,0.644200563,0.104088552,0.555010676,0.654998124,0.321984619,0.127747878,0.092975318,0.852484882,0.011831737,0.396206617,0.941485465
0,0.153674364,0.316104352,0.078211203,0.046171129,0.018610898,0.115021974,0.025946677,0.141254559,0.12580508,0.041480906,0.004140156,0.259148985
1,0.675914288,0.991918504,0.681098402,0.963600516,0.9391886,0.994657338,0.993468523,0.754064322,0.846824348,0.799639583,0.938722074,0.936464906
0,0.013403097,0.016055627,0.0818284,0.000530609,0.120624609,0.084534742,0.000111606,0.022731058,0.192312956,0.006194117,0.096500136,0.003402367
1,0.607788801,0.057105768,0.41166383,0.651340306,0.928964794,0.093584932,0.017945359,0.10023918,0.551313579,0.597957075,0.080677859,0.057896852
0,0.386390179,0.285643846,0.073728994,0.0234657,0.050992139,0.022848945,0.927262664,0.174945951,0.256375551,0.016713956,0.099479355,0.007083636
0,0.230014086,0.431138098,0.079654448,0.258233935,0.077254638,0.134891883,0.89686799,0.434466958,0.614979267,0.125568956,0.03040239,0.507470012
0,0.006597552,0.017992221,0.035294916,0.066298991,0.016434459,0.020166075,0.000350693,0.030951809,0.130137503,0.004805046,0.002884533,0.004879795
1,0.98929745,0.999868512,0.951721907,0.125913695,0.990719378,0.985109687,0.95357132,0.724597692,0.860138834,0.992381394,0.900004864,0.995989025
1,0.964659572,0.999670506,0.957954705,0.996027946,0.860949039,0.992541194,0.600281775,0.746588767,0.359897256,0.922945261,0.640787601,0.954989612
0,0.005912543,0.00141591,0.047160916,0.001285089,0.008865994,0.005214045,0.000383107,0.008480269,0.099666342,0.007027054,0.001080554,0.005545069
0,0.024423528,0.001121451,0.043564744,0.002180952,0.007775771,0.016821515,0.001938399,0.028073052,0.249403715,0.01505494,0.000242533,0.002928511
0,0.007622054,0.000377142,0.432627767,0.021805339,0.123263448,0.016220042,0.016659524,0.39979136,0.161269993,0.014540867,0.3902511,0.00323029
0,0.976292193,0.994241893,0.958767951,0.930939436,0.911555231,0.983848929,0.996156394,0.924504995,0.388907462,0.985798061,0.971335769,0.975984812
1,0.069844633,0.101792209,0.171809375,0.543003201,0.00551012,0.01301192,6.19E-05,0.274334371,0.852494419,0.0332799,0.046482399,0.011882567
1,0.205104128,0.023851538,0.04640872,0.012896147,0.017708134,0.310414493,0.019540412,0.014425077,0.862278998,0.45214054,0.18321754,0.057859186
0,0.001169537,5.49E-06,0.031926241,0.000311231,0.002506163,0.003719377,4.59E-06,0.003335967,0.119922131,0.009383561,0.000187306,0.005334036
1,0.980621278,0.99858737,0.580049694,0.986966491,0.921368539,0.9886747,0.988109827,0.793397307,0.784724414,0.990173817,0.97610873,0.973039567
1,0.90791744,0.979283929,0.800555944,0.988966167,0.231632501,0.986875117,0.998554885,0.873910725,0.863618493,0.98735261,0.95761019,0.983879268
1,0.887896657,0.997244239,0.839803338,0.993582666,0.731414258,0.98976773,0.996719539,0.738877714,0.793097496,0.983485818,0.782448292,0.993718982
1,0.823988318,0.994409263,0.908345878,0.980857491,0.661369383,0.980785012,0.012911348,0.904273093,0.827645838,0.670309186,0.483608305,0.677467465
0,0.004903262,0.004127276,0.036821596,7.62E-05,0.002548132,0.007954277,0.001232723,0.025943821,0.639934897,0.004772207,0.001828137,0.024626592
0,0.020527827,3.85E-05,0.036999743,0.007782432,0.013683709,0.006868581,0.002204786,0.010153892,0.100459307,0.008445523,0.020431364,0.002902297
0,0.053158738,0.001630096,0.03401253,0.009176596,0.002140987,0.00976417,0.005297998,0.049918003,0.203532845,0.017279936,0.005046867,0.003292979
1,0.880440593,0.990350664,0.404312462,0.717603445,0.939100981,0.989619315,0.94355619,0.933761895,0.814740121,0.992034495,0.73336041,0.994118452
1,0.936290622,0.999874592,0.88641715,0.992165208,0.894345164,0.983148098,0.997800529,0.824787855,0.530546844,0.946257412,0.86219579,0.996329486
0,0.106781252,0.006906225,0.067141458,0.015413845,0.384093225,0.015027044,0.32071504,0.103511788,0.413289756,0.007811094,0.013161373,0.011851238
1,0.466996104,0.960470915,0.887772739,0.92914027,0.792959034,0.994861424,0.806887925,0.921837807,0.549918056,0.703233957,0.6677531,0.995300651
1,0.672416806,0.862878263,0.961837053,0.970352709,0.73188889,0.987969756,0.748661995,0.531864464,0.865735471,0.992213547,0.876968861,0.977879822
